dataset,task,sample_id,problem_id,sample_index,fp16_score,kivi_score,patternkv_score,pattern_minus_kivi,pattern_minus_fp16,fp16_correct,kivi_correct,patternkv_correct,input_tokens,fp16_output_tokens,kivi_output_tokens,patternkv_output_tokens,fp16_stop_reason,kivi_stop_reason,patternkv_stop_reason,fp16_hit_max,kivi_hit_max,patternkv_hit_max,quantized_tokens,fp16_residual_tokens,dynamic_pattern_count_k,dynamic_pattern_count_v,assignment_bytes,mask_bytes,centroid_bytes,config_hash,git_commit,error
longbench,passage_retrieval_en,passage_retrieval_en:3cdab3983562bc0d09ca6edff3165b60549755f4e9dc5c76,,5,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:419cec5e49a27872fcd6a95a129e248363c8ab375392af94,,38,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:41cd55851459af4c3ca72a2c4949451777794cc162e3f4d8,,47,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:4349c909bd2d20abdf107f11c32c821992e085f79e9de5bd,,3,0.0,0.0,0.0,0.0,0.0,,,,8192,32,32,32,length,length,length,True,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:47a64b03518500e56c0b76075a0a827cd3792ca6c62b8c94,,43,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:4e53ec041f1ceb316c1c9849d1eab12a8515d3b65a76bd5f,,25,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:4e79b0e55e463d6c664a2a8b867ab34513b278c40bf9da27,,18,100.0,60.0,100.0,40.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:5096757b48e895ad15b31e620bedd26e5ba11406619bb23f,,1,100.0,100.0,100.0,0.0,0.0,,,,8192,5,5,5,eos,eos,eos,False,False,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:519810536eb03a3adc994472060782fdde1f57cc793ee53e,,23,0.0,0.0,0.0,0.0,0.0,,,,8192,32,32,32,length,length,length,True,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:54007660c7f56e3e460501677b635e20a94774c86804adf8,,29,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:5416f637bed37f632213f94d77c7e04d5c0f6b1dcb858e37,,34,100.0,100.0,100.0,0.0,0.0,,,,8192,5,5,5,eos,eos,eos,False,False,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:576c3b0a453922c2b506630f24eca8b155dec4b415519619,,19,100.0,33.33,33.33,0.0,-66.67,,,,8192,5,32,32,eos,length,length,False,True,True,8086,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:62f44dae51918c20136d2cfa5469d680f04216926da0ff93,,26,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:6c982433659ce5f5ab0aed1ad2f7aaab98da81d6f2c884f7,,9,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:757b90f375deb27abcf0244be3b6f901c39f4a51e6c1d25a,,41,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8059,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:788dc7c33a28516fc1a7653945b4664eac0b213dfab95d93,,12,100.0,100.0,100.0,0.0,0.0,,,,8192,5,5,13,eos,eos,eos,False,False,False,8068,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:78c8d1ac1a497db2bc8450073948f47300fc868545f6c748,,36,100.0,100.0,100.0,0.0,0.0,,,,8192,5,5,5,eos,eos,eos,False,False,False,8059,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:7a19e7f9b13931f23168828b91f39266b978c09fadf83e68,,40,0.0,0.0,0.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:7d40e1fda479442b3036ee0eac74bfc78fb55f2078e861c1,,4,0.0,0.0,0.0,0.0,0.0,,,,8192,32,32,32,length,length,length,True,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:803a8ee56e14440e185aaf0eb0f82b9f060cb70b4b074311,,6,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:88e4f74376126f62f0f422c2532d2baaaab48998509bea6f,,27,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:8b64051664cb901d9bdb2496f545d7eee2afc4104b2cd70e,,2,0.0,0.0,0.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:9f2ea2a9ceb29930aeb4cfff94b4ad12e835e03502a30747,,39,100.0,100.0,50.0,-50.0,-50.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:a635f6f93afd73e1544bd3858848bc45ece77c07c9783176,,31,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:a69f6f88c90965fbf2c6c60245d05d24232baa9a9e4fbd44,,44,0.0,0.0,0.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:aea9522fd0bc34379944ded926003b0570fe34095eed5764,,11,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:b237b72566b357f04d6a699d634dd9744731518d61c95d21,,30,100.0,33.33,100.0,66.67,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:bd9d3468c50000f39e476ba33358347ef358d49f2424458c,,22,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:c795443150fa323af09da5a7a90c92df40234f1dadda9c36,,7,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:cea4e7b4aa32882ef84a2d08b2da9df610d6ab4d6f0928a1,,14,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:cebc4e96310c20c62b96dbbb100fef95b59f5f2540d3fc99,,16,100.0,100.0,100.0,0.0,0.0,,,,8192,5,5,5,eos,eos,eos,False,False,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:da02ddf551706e0672ee02ca9b1be22bb6ec1dd52536da97,,37,100.0,50.0,100.0,50.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:dc2dab0a04cf9ed55af558bd1f26b2674d6f0742c8256247,,13,0.0,0.0,0.0,0.0,0.0,,,,8192,5,32,5,eos,length,eos,False,True,False,8060,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:dc98c26b2814e005d231d44ee3be96e981f56090a3ca8844,,48,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:f1382b660e91069869d0472bbbf061720e030d7fca006f6c,,33,100.0,50.0,100.0,50.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:f440b317fe84ec87132b316031ad47925a6ae33e0ef0ee3a,,0,0.0,0.0,0.0,0.0,0.0,,,,8192,32,32,32,length,length,length,True,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:fc1f8e579b399c21aceb5aea8cb7cc6901273b07feca9872,,17,0.0,0.0,0.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_en,passage_retrieval_en:fe6ddc36d614820497e4a2681c0b27d7fb6a26100033dc77,,42,100.0,100.0,100.0,0.0,0.0,,,,8192,5,32,32,eos,length,length,False,True,True,8087,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:0283846a961f8cd194ee73669230d6fc3ab53f1c99be9c2d,,10,100.0,100.0,100.0,0.0,0.0,,,,4788,4,32,32,eos,length,length,False,True,True,4692,128,0,0,19398656,1212416,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:02df8b4f23b080cc26050673ddb02c0eecfb268a2201cb01,,11,100.0,100.0,100.0,0.0,0.0,,,,5339,5,5,5,eos,eos,eos,False,False,False,5216,128,0,0,21495808,1343488,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:086765da5ee49f2035ed790d8f73bba8c504411cd83d05df,,46,100.0,50.0,100.0,50.0,0.0,,,,5354,4,32,4,eos,length,eos,False,True,False,5230,128,0,0,21495808,1343488,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:0cb8be933b26f698ecf56f02503311d9c04d6a36e5d789c9,,4,100.0,66.67,100.0,33.33,0.0,,,,5562,4,32,4,eos,length,eos,False,True,False,5438,128,0,0,22544384,1409024,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:0d7590d16c810be4a0369756ea1a0f9748880c283a986c2c,,3,100.0,100.0,100.0,0.0,0.0,,,,6486,4,5,5,eos,eos,eos,False,False,False,6363,128,0,0,26214400,1638400,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:114315020a2a44a7503087b56a7040a457d2c96a3d9e540b,,36,100.0,25.0,100.0,75.0,0.0,,,,6334,4,32,4,eos,length,eos,False,True,False,6210,128,0,0,25690112,1605632,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:15220a828a22448dd5d3554b404aabdcd667acd9bd598f21,,45,50.0,100.0,50.0,-50.0,0.0,,,,5868,32,5,32,length,eos,length,True,False,True,5772,128,1,1,24117248,1507328,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,passage_retrieval_zh,passage_retrieval_zh:153beb8e45d7a30432f5ec9cf2748d9ad97c133075b4125f,,16,100.0,100.0,100.0,0.0,0.0,,,,4778,32,5,5,length,eos,eos,True,False,False,4655,128,0,0,19398656,1212416,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
